,P20865_126_S107_L004,P20865_122_S103_L004,P20865_114_S95_L004,P20865_113_S94_L004,P20865_105_S86_L004,P20865_102_S83_L004,P20865_120_S101_L004,P20865_135_S116_L004,P20865_139_S120_L004,P20865_131_S112_L004,P20865_112_S93_L004,P20865_134_S115_L004,P20865_144_S125_L004,P20865_111_S92_L004,P20865_171_S152_L004,P20865_141_S122_L004,P20865_130_S111_L004,P20865_151_S132_L004,P20865_153_S134_L004,P20865_132_S113_L004,P20865_110_S91_L004,P20865_115_S96_L004,P20865_125_S106_L004,P20865_109_S90_L004,P20865_160_S141_L004,P20865_155_S136_L004,P20865_107_S88_L004,P20865_161_S142_L004,P20865_129_S110_L004,P20865_119_S100_L004,P20865_168_S149_L004,P20865_158_S139_L004,P20865_149_S130_L004,P20865_121_S102_L004,P20865_127_S108_L004,P20865_146_S127_L004,P20865_166_S147_L004,P20865_123_S104_L004,P20865_170_S151_L004,P20865_169_S150_L004,P20865_142_S123_L004,P20865_162_S143_L004,P20865_133_S114_L004,P20865_163_S144_L004,P20865_145_S126_L004,P20865_165_S146_L004,P20865_154_S135_L004,P20865_101_S82_L004,P20865_103_S84_L004,P20865_108_S89_L004,P20865_143_S124_L004,P20865_136_S117_L004,P20865_150_S131_L004,P20865_128_S109_L004,P20865_152_S133_L004,P20865_106_S87_L004,P20865_164_S145_L004,P20865_138_S119_L004,P20865_159_S140_L004,P20865_156_S137_L004,P20865_157_S138_L004,P20865_147_S128_L004,P20865_137_S118_L004,P20865_104_S85_L004,P20865_116_S97_L004,P20865_140_S121_L004,P20865_118_S99_L004,P20865_124_S105_L004,P20865_117_S98_L004,P20865_167_S148_L004,P20865_148_S129_L004
msp_0032,2.85678674301472e-06,1.51407521763293e-06,3.39222219991971e-06,0,0,0,1.11415110122085e-06,3.97738171288742e-05,1.8796042392606e-07,0,2.136015835836e-05,1.01035647248331e-05,3.40381928584925e-05,1.30748288783085e-06,2.06554850731799e-05,2.14503501581197e-06,0,1.74151547398456e-07,2.88219034236923e-05,0,4.1868391252627e-05,1.5348202509949e-06,7.62214931535505e-06,0,1.08066933891751e-07,7.77494633832033e-06,0,0,2.9362416397223e-06,1.84930175992232e-06,1.08851785344883e-06,1.87755836860411e-07,3.73595973085078e-07,5.60565722341323e-06,1.50388747440679e-06,1.21407175892008e-05,0,1.68301383509244e-06,2.82820336844664e-05,0,1.69152040717918e-06,0,0,0,5.1242914034805e-06,0,1.16347815280894e-05,6.08874122669337e-05,2.9153086987053e-07,3.22988565767654e-06,0,0,0,6.7447785435926e-06,2.71460284929107e-07,3.88777692201737e-06,0,0,9.5219621321043e-06,0,0,6.72878453552838e-06,1.22991556207721e-05,1.64947402868747e-06,5.84884685664827e-06,2.29758534892835e-05,3.75065600762675e-05,8.77188640960696e-06,1.24297903958326e-05,0,6.83410784225478e-06
msp_0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29227541700386e-06,0,0,0,0,0,0,0,0,0,0,3.02333163644983e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13734066409399e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0034,0,2.77559536349087e-06,2.30803860642143e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37445520489708e-08,0,0,0,0,0,0,2.47956089294942e-06,0,0,0,5.5402211843053e-06,1.19299761919595e-07,0,0,0,0,0,9.97114930890891e-06,0,4.32181100672126e-06,0,4.21306181923785e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76745184989132e-06,0,0,2.81404288819737e-06,0,2.80546915649872e-06,0,0,0,0,1.6120021487764e-05,0,0,0,0,0,4.26250159987806e-08
msp_0035,4.7616189921924e-06,8.51998889874324e-07,1.00973373865257e-06,0,4.94972171814796e-05,2.86686616507411e-05,1.15663807842929e-06,0,0.000127651500166456,1.79032217797319e-06,1.80457044613382e-05,2.8515815508281e-06,0,0,2.08277410608698e-06,2.75510464592603e-06,1.73156600280839e-06,1.42194645812318e-06,0,7.89317229266771e-06,9.13534316573682e-06,1.81444075321842e-05,0,0,8.27783198550929e-06,3.75146936510166e-06,0,0,2.72020030940856e-06,3.38296669516337e-08,0,4.76165586535201e-06,8.61300687449838e-06,0,4.55202621023444e-06,2.54590393537694e-06,0,1.4124726918245e-06,2.97926479505218e-06,2.29106242878803e-07,0,6.72366225890849e-06,0,6.84151308756994e-06,0,2.16671968081189e-06,2.26083262235517e-07,0,0,0,0,0,0,1.37492358812608e-05,1.32730146162063e-06,0,3.86458787803517e-06,0,3.59054392628288e-06,0,0,4.12837782346202e-06,0,7.60300685287606e-07,6.27818373195355e-06,3.5090866977064e-05,0,6.14235738603127e-05,1.40107804796643e-05,3.95915544422301e-06,9.26429569862654e-07
msp_0036,1.52533920425923e-08,0,6.99408404062301e-06,0,0,1.8123756475508e-05,5.36430369520892e-05,0,0,0,0,0,0,0,7.56634551365542e-07,0,0,7.57353099242339e-07,2.57985976997095e-05,0,2.57915091581209e-05,0,3.09879393359978e-05,0,9.80326417163632e-06,6.05318217342604e-06,6.69277575719305e-06,0,0,0,1.89178544713886e-06,4.70391616259943e-07,0,0,5.50728843134406e-07,3.43581625133078e-07,0,0,6.34623015788737e-07,3.86439740972227e-06,0,8.29929618517097e-06,2.98981894059611e-06,4.58489848051578e-05,0,5.29307935911903e-05,0,3.04636025138509e-07,0,6.76954700501706e-06,0,0,0,0,0,0.000126538564292729,4.56809272762798e-05,0,1.20329277162083e-06,1.08668053848701e-07,0,5.24472409026444e-06,0,0,2.43359905805881e-05,0,0,0,2.00380719140976e-05,6.04448917359689e-05,0
msp_0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1799422329998e-08,0,0,1.48838092523081e-07,0,0,2.78181768960537e-06,0,0,0,0,0,0,0,0,1.8656462313402e-07,0,1.81112928603063e-07,0,0,0,7.65890491980767e-07,0,0,4.01223438207325e-08,0,0,8.49622492435892e-07,0,5.77312672562884e-06,0,3.19769813039255e-06,0,0,0,0,0,0,0,0,6.73712296557932e-07,0,4.30500648993027e-06,0,2.50081279841299e-06,8.24520394689512e-08,0,3.0978146413613e-06,0,0,8.66366597552915e-07,0,0,0,7.91563763557206e-07,3.74208073137403e-06,0
msp_0038,0,0,4.36501608300141e-08,0,0,0,0,0,0,0,0,0,0,1.96952027315714e-07,0,0,0,0,0,0,0,0,0,0,0,1.58196552466185e-07,0,0,0,0,0,4.39849799546167e-07,0,0,0,2.4556441233402e-07,0,0,0,2.81826466625535e-07,6.66037503572886e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46528598644407e-08,0,0,0,0,1.10930337172579e-07,0,0,0,0,0,0,0,0,0,0,0
msp_0039,0,2.09318399091428e-06,5.5363421398908e-07,0,0,0,0,0,0,8.20285583614583e-08,0,0,0,0,0,0,3.21367217306519e-06,3.8198492071638e-06,0,1.40226498359299e-06,2.14494278112761e-07,0,0,0,0,6.3983592835554e-06,0,0,5.18225225507572e-06,6.75938618708149e-08,1.76988774908002e-07,0,0,1.4251975075226e-07,0,8.49246324891496e-07,0,6.83710733738597e-06,0,0,0,0,0,0,0,0,1.17645597440068e-06,0,0,0,0,0,0,0,0,0,0,0,0,6.3780161630855e-09,0,4.68286442752663e-06,1.05178533932438e-07,0,9.28282012711721e-07,8.55026756958121e-07,0,0,5.32293153723451e-07,0,7.65536050983042e-07
msp_0040,0,0,5.74385816652353e-06,0,0,6.62882768323058e-05,4.47829685807542e-06,0,0,0,0,0,1.0189545381093e-05,2.27297659991462e-08,0,0,0,0,0,0,0,0,0,3.59265163451669e-05,0,2.98686888670444e-06,0,0,0,4.49373892024235e-06,0,0,0,0,0,1.26311027018109e-06,0,0,0,2.46186002803593e-06,1.90369672955267e-06,9.93321489604037e-06,0,2.38338028821932e-05,0,1.63567368356771e-05,0,0,0,1.15339712273874e-05,0,0,0,0,0,0,1.27064644409119e-05,0,0,3.35202501177444e-06,1.67814691650891e-05,5.41286866455814e-06,7.29154854597689e-06,3.24006033062884e-06,3.69858443066979e-06,8.51391753886834e-06,0,0,1.19774170465351e-05,1.93004276077352e-05,0
msp_0041,0,4.4976282785822e-06,0,0,0,0,0,0,0,0,2.09607777195938e-05,0,0,6.25756146478431e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124469893342625,4.966736875533e-07,2.96278910168578e-06,4.86858192933625e-06,0,0,0,0,5.10285784787331e-06,0,0,1.18685503156634e-05,0,0,0,0,0,6.20080279620949e-06,0,0,0,0,0,0,0,1.51375403415498e-06,0,0,0,1.38163476762179e-05,2.75654982610196e-07,0,0,0,0,0,0,0,0,0,0,0.000146182640554718
msp_0042,0,0,2.36275951781228e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24788583363727e-07,8.83744849425774e-08,0,0,0,0,0,7.78585670569419e-06,0,0,4.94686222424606e-07,0,4.00022401180134e-07,0,0,0,6.19411152624073e-08,0,1.17565232610408e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01445585480563e-07,0,0,0,0,1.05824584042715e-06,0,0,0,2.43757508049778e-06,0,0
msp_0043,0,0,1.40419208440225e-05,0,0,0,0,4.39821010204822e-05,0,0,3.61589258857238e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29033219955732e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47351238451008e-05,0,0,0,0,0,0,0,0
msp_0044,1.6168214507981e-08,0,0,0,5.57295925492242e-08,0,0,7.23256344035455e-09,0,1.12944670885978e-08,3.39523126489081e-08,0,0,2.30421718680755e-06,0,0,0,7.30690364225652e-07,3.83439811078414e-07,0,5.30751230051939e-09,0,2.54689394665131e-08,0,0,0,8.18595091144426e-08,0,0,1.4556688036469e-08,8.62590543904094e-07,0,8.14457439102516e-07,1.64223470565916e-08,0,8.69727564528533e-07,0,0,0,1.62463149955638e-07,4.91369633160375e-07,1.06675869733871e-08,0,1.47344282988788e-08,7.46345161593567e-07,1.83329413758208e-08,2.0518321553449e-08,7.06944334397878e-08,0,7.62004446071659e-07,0,0,0,0,9.49593855560499e-09,0,0,0,1.46140416949636e-07,0,5.91865703918412e-09,0,0,0,0,0,0,8.58692185139911e-09,0,0,0
msp_0045,2.52764269346449e-06,1.06677155494861e-06,5.5491152786055e-06,0,0,3.84799964810176e-06,3.38484244304352e-05,0,0,0,1.75872729337465e-06,0,4.59056940216674e-06,2.397688509259e-06,0,0,0,7.00860792334963e-06,8.29987726301295e-06,5.33662331285062e-07,2.61446783195259e-06,0,1.16391926927307e-05,0,3.58312885570557e-09,6.70400578927797e-06,0,4.66813074377039e-06,3.85296103871617e-06,0,5.39635630212849e-06,2.58196779431323e-06,0,2.88695507032187e-06,2.21360212307434e-05,1.71410608226904e-06,0,4.09369497093457e-08,0,2.52258444325515e-07,1.43398177680695e-06,2.68488229430947e-06,0,0,6.01371672714353e-07,0,6.48244510256554e-06,1.03135429078941e-06,1.66239768373017e-05,0,2.47001987698545e-06,0,0,9.14989240854875e-06,1.24241991355217e-06,0,0,1.01605114834535e-05,0,2.54334827863605e-06,6.97437742596207e-07,3.00903467019638e-06,3.53250871106105e-06,8.93568738052249e-06,4.54539022103761e-06,5.60474482279668e-06,9.43959472327788e-06,0,2.65165021894829e-06,0,0
msp_0046,8.50795130158911e-06,9.65421594898652e-06,1.80213656669048e-05,9.56838644637336e-05,3.39657030818057e-05,3.99725494394317e-05,7.08692072011711e-06,4.1123374493269e-05,3.98310071995675e-06,3.40570687544286e-05,2.92649914876648e-05,2.56391620525501e-05,1.87483065073494e-05,1.58873581950153e-05,5.60528437696935e-06,6.31534025956621e-05,2.39920689838879e-05,1.8346728132246e-05,5.39324070249302e-06,2.76260542395843e-05,4.60184807154273e-06,4.17512312472501e-05,2.85631560314341e-06,4.21973713463311e-06,1.42031649131844e-05,3.32400032783242e-06,5.96396576461622e-06,2.65704569425253e-05,8.11539822562911e-06,4.44306938778141e-06,5.95259245181395e-07,1.8927902764963e-06,3.03875374812518e-05,1.75291655849579e-06,5.34498262982011e-06,7.84929940094123e-06,0,1.05359445117695e-05,4.59193067261324e-06,1.57585687024149e-05,2.72967357029414e-05,3.3707149132218e-05,8.09784211822635e-06,2.76451598094026e-05,3.31737943166553e-05,3.30458891462252e-05,7.58948184913744e-07,5.54325744478762e-05,2.22291040202225e-06,1.95337539359599e-05,1.29254614471213e-06,0,0,1.93466237153018e-05,4.1662833327904e-06,1.84945162567107e-05,1.86209725518755e-05,2.59046717724986e-05,1.6544088023192e-05,1.11379129843829e-05,3.57129161058534e-05,7.03690472356663e-06,2.5227391075569e-05,3.00511129610618e-05,3.11015193419496e-05,2.23672107368419e-05,7.3446922963148e-05,1.81507114870699e-05,1.54258995796228e-05,5.08349750989026e-06,9.49323007769759e-06
msp_0047,0,4.90776718896323e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03822741526841e-07,1.30966547038191e-06,1.17626675262654e-07,0,0,2.60312114054647e-07,0,0,0,5.55157525115174e-07,2.07083120969392e-07,0,2.93065402214441e-07,0,0,0,0,0,0,0,1.34624074098709e-06,0,1.25309434693832e-06,0,5.6458049793332e-09,1.03236940125464e-06,0,0,0,0,0,0,0,0,0,0,0,0,5.05422314031576e-08,7.51961136010092e-07,0,0,0,0,0,0,0,1.41958508079259e-08,1.06343152537888e-07,1.44429313265092e-08,0,0,0,0,0,0
msp_0048,4.04541134955038e-07,4.36828224520545e-08,5.7666154044848e-08,0,0,0,0,7.93159326667045e-07,0,0,0,0,0,0,0,0,0,9.41437970904504e-08,0,5.26431458797446e-08,0,0,2.46061500166615e-08,1.57585687694333e-06,3.01110400587906e-06,4.05117419666635e-07,0,7.57173508208769e-07,0,1.34069035493304e-06,0,4.98562973593479e-08,0,5.90923420310505e-07,0,1.11107534973035e-07,0,1.13927378230987e-07,0,8.20237600114446e-08,0,0,0,0,4.80525257441764e-07,0,8.57421242419566e-08,0,0,0,0,1.56246348224078e-08,0,0,6.81991136592085e-07,0,0,0,0,0,0,1.42783939176071e-07,0,3.50014668778306e-07,0,0,0,0,0,0,0
msp_0049,0,0,0,0,0,3.34608135801303e-07,0,0,0,1.30513655755108e-08,0,6.64475093593481e-08,0,0,0,0,0,0,8.42016417079506e-08,0,1.85825330285687e-09,0,0,0,0,0,0,0,0,2.8741909126086e-08,0,0,0,0,0,0,0,0,0,0,0,8.02750749524752e-08,0,1.89456976051418e-07,0,5.23584087571068e-07,0,0,0,0,0,0,0,4.74145752324927e-08,0,0,9.87845207041759e-07,0,0,0,0,2.06559341149427e-08,0,0,0,0,0,2.90627080369267e-07,0,2.48369787977481e-06,0
msp_0050,2.36152321620679e-07,1.15964737877655e-06,1.22214351958204e-06,0,0,5.80921619274131e-07,3.93208172248531e-07,1.40864842569954e-07,0,5.56939524818172e-07,2.62679816330174e-07,3.00568036907061e-08,2.30588893593084e-07,0,1.00688908151175e-06,1.70964374493713e-06,4.0608894424404e-07,1.09711605236597e-08,3.52518190497554e-07,4.73376938001341e-07,6.91282658450735e-07,2.90464141290567e-08,9.94521791668593e-09,1.75002825009118e-07,2.36241146709708e-07,8.83829579916198e-07,0,3.749571738096e-08,1.05761950173102e-06,5.01658160562779e-08,0,1.591675646047e-07,3.27273492123257e-06,8.67103876679769e-07,1.57513850070018e-06,4.26492753141767e-07,0,1.59525617341958e-06,7.09523593075831e-06,3.41724100587272e-08,0,7.12978329066676e-07,3.55122489175306e-07,0,9.63988368619747e-07,0,2.12861021700023e-07,0,9.93132542613413e-08,0,0,0,0,1.61273257453623e-06,2.43809074615589e-07,0,0,8.68190599727517e-07,0,1.26447261340629e-07,7.62305874784085e-07,7.87939167220263e-07,1.11945174051017e-06,3.07296187172901e-07,3.75807463886957e-07,3.48042509352064e-06,0,0,0,0,3.66366023742829e-08
msp_0052,0,0,0,0,0,4.92025252599269e-08,0,8.8906943820167e-08,0,1.48396800857668e-07,9.67555506234393e-08,1.18270331196072e-07,0,0,0,0,0,0,0,2.34640055287402e-07,4.2219745212038e-07,0,0,0,0,0,4.6609802291091e-07,0,0,0,0,0,3.47585127059969e-08,0,0,0,0,0,0,0,0,0,1.42920675339965e-08,1.08783166856428e-08,5.14968348763463e-07,0,0,0,0,0,0,0,0,0,0,1.67110015746538e-06,0,0,0,0,2.20734309229881e-07,0,0,0,0,0,5.76048537802092e-08,0,0,5.37430401603887e-08,0
msp_0053,0,1.41954984526722e-07,4.92796484296641e-08,0,0,0,5.48458963137589e-07,0,0,0,0,0,0,0,1.22056694849258e-05,1.65941363302785e-08,2.27307643318718e-07,0,1.48650359650986e-08,3.14827400879491e-08,0,0,0,0,3.60155896133553e-08,6.13100427155229e-08,0,2.28183143560606e-07,0,0,0,6.25737914092881e-07,0,1.41464181744066e-05,0,1.70990230917701e-06,0,3.04927039243252e-07,3.27719912512498e-05,0,0,0,1.26440407135258e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05278751675355e-05,3.45533710405704e-06,0,6.25665344326337e-06,0,0,0,0,0,0,4.23365289620153e-07,0,3.1885301111974e-07
msp_0054,1.33273691581254e-08,0,0,0,0,0,3.22213643906381e-07,0,0,0,0,3.72894711326029e-07,0,0,1.4092402241545e-08,0,0,7.30492935716086e-09,1.8663409975136e-06,0,0,7.61695126547418e-08,0,0,8.77270079345331e-08,3.4298685428241e-08,0,0,3.44558386317289e-08,0,0,0,2.03948154681419e-08,0,0,1.72730942137785e-09,0,0,2.06632786839877e-09,1.99981663740764e-07,0,0,0,0,0,0,2.10300520473664e-08,0,4.95887052000016e-08,0,0,0,0,0,1.21554983800788e-07,1.74169979771953e-07,0,0,0,0,0,1.93294539290256e-08,0,0,0,0,0,0,0,0,0
msp_0055,4.04406494602345e-08,1.40245199864758e-05,1.74914597897314e-06,0,0,0,1.60015321456316e-07,0,0,0,5.08074825882892e-08,0,0,0,1.16808811389554e-06,0,0,3.54041223669112e-07,0,0,0,1.41768318127781e-08,1.94274298297297e-08,0,2.12345432006924e-07,3.55026036791689e-07,0,3.62536243222617e-08,3.3633630936293e-07,6.48432962993045e-07,2.20677040802824e-07,1.00055506469501e-06,0,6.53144039466108e-07,0,6.4779922695223e-06,0,1.87391528786005e-05,3.10621095157808e-07,1.05782822628592e-06,0,4.22976789144056e-07,0,0,2.68804989044354e-08,0,1.53710837368384e-06,2.62917966921397e-07,5.85612895111338e-07,0,0,0,0,1.76995559254359e-07,3.98589826451427e-06,0,0,0,2.76424459732685e-07,4.308926338081e-07,0,8.19518326171627e-07,2.1761853661372e-07,5.71210085334579e-08,5.6039853282268e-08,0,0,0,1.68067417252688e-07,0,0
msp_0056,1.00311824794104e-08,0,0,0,1.07443603350767e-07,1.00351659952437e-07,1.06161067562455e-08,1.66336711891097e-08,0,6.5275128406437e-08,2.92570544299967e-08,3.02591930394786e-07,4.2836665429024e-08,0,0,6.14112519557204e-08,6.71142587727267e-08,0,8.96445899442511e-08,2.86903942928059e-08,8.7531379982196e-08,0,0,8.91509002874757e-08,0,0,5.68805656974771e-07,0,9.44007140507075e-09,8.30839866336019e-09,0,5.45889851523308e-08,0,0,0,1.77273370230885e-08,0,0,0,0,1.5968290069387e-07,1.22671302742259e-07,1.50637683035603e-07,9.32225986825884e-08,1.00749087159127e-07,2.90796602565084e-07,3.91318784070059e-08,1.10731047375645e-07,0,4.96156833296479e-07,9.55505863115907e-07,4.4218705076062e-08,0,3.59138132801177e-08,1.05793065776709e-08,2.11161786299438e-07,1.81957976992948e-07,0,1.36268231895195e-07,0,4.75975703952031e-08,1.39784317629434e-08,1.13176241351041e-08,0,0,0,2.50074072996503e-08,2.8082112468941e-07,1.17678943159745e-08,7.85684751712263e-07,0
msp_0057,0,2.49668910369364e-08,0,0,0,0,1.19501739036312e-06,0,0,2.26445950214739e-07,0,0,0,0,6.32737998890444e-08,0,6.28134246929354e-07,5.96370025358975e-07,1.54185206164247e-06,4.32555002235889e-07,8.87987753579037e-08,0,0,0,1.56556356273194e-08,0,0,0,0,6.11707610639744e-08,0,7.61288509359088e-08,1.38917213298764e-07,1.10266642784928e-06,0,0,0,2.49104443290173e-08,3.17998094689721e-09,0,0,0,3.420739625622e-07,0,0,0,2.52743521624065e-07,0,8.65843480189285e-07,0,0,0,0,2.24778943046333e-08,3.18219638840916e-06,0,0,0,8.10432764733488e-08,0,0,2.95512108054195e-08,0,2.62799612997329e-08,1.47827898276206e-08,2.04116449062144e-08,0,1.92208604781024e-08,0,0,3.70225202374433e-07
msp_0058,9.81572168103908e-08,0,0,0,9.34172381092134e-07,1.28103793360065e-06,0,4.68430119088197e-08,0,0,0,6.02502292163699e-07,2.86486281681017e-08,0,0,6.54055580296477e-09,0,0,3.24168498066661e-08,2.11976589353552e-07,4.16881407185475e-07,0,3.61300157044617e-06,1.71216591353106e-08,0,0,0,1.34283758183384e-07,0,0,0,0,7.5154084778219e-07,0,1.30152768383712e-07,0,0,0,0,0,0,0,7.28391573279036e-07,9.17549897755007e-08,1.38177204393914e-06,1.40011037291989e-07,1.26198350766758e-05,3.40530082952177e-07,5.24273398127135e-07,0,0,1.02704272351121e-06,0,4.61258247277119e-06,0,1.31364273614524e-06,1.87859520090916e-08,8.238710603008e-08,0,0,3.19405025295728e-07,0,1.44737617136243e-08,0,0,0,9.2070475500298e-08,2.97669316116406e-06,0,1.34544892060515e-06,2.87586334236772e-07
msp_0059,5.4334338243235e-06,1.50135309981734e-05,5.8832219230991e-06,0,3.95441495804179e-06,3.68021572522968e-06,6.69068284023106e-06,0,0,1.11712597397822e-05,5.42053685389389e-06,2.43347841698881e-06,0,3.83386732271005e-06,4.07852325216508e-06,0,7.52687962108866e-06,2.34821961342912e-07,4.76212697656632e-06,7.11863215155549e-06,0,0,1.15680662788016e-05,0,2.82301517417436e-06,1.15740708788029e-07,0,0,6.28845454646279e-06,3.91162606906232e-06,2.65252158499897e-07,2.33304249141767e-07,5.00812923557608e-08,7.39615751412359e-07,5.35587580689208e-06,1.66172733882609e-06,0,1.27412706216043e-05,6.85458841839367e-06,2.05673688107916e-06,2.23294754079706e-06,6.89079993013904e-06,7.02081109219741e-06,1.09357980647284e-06,0,3.97709442379955e-06,3.6372845450422e-06,0,7.41189111307547e-08,0,5.47421536471155e-08,0,0,1.55583770522947e-05,1.50592422639068e-06,0,2.68897126871249e-06,3.87392994791127e-06,5.05584634252903e-07,1.18496678376149e-06,1.04490665534827e-05,2.34521787517886e-06,0,1.15784753405914e-06,8.40029347562261e-07,0,0,7.89431543188063e-06,5.61675040920019e-06,8.27154835163284e-07,3.55855376373456e-06
msp_0060,0,2.61526285975212e-06,0,0,0,0,0,0,0,0,0,0,0,0,8.54918151681143e-09,0,3.55383388922381e-07,1.71221546105613e-08,0,0,0,0,0,0,5.78521364179393e-08,0,0,0,0,0,0,1.11841678890316e-07,0,7.140975797855e-07,0,9.6966587963483e-07,0,1.19781141057846e-06,2.68546354754961e-08,1.38600762011918e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61409337492186e-07,0,0,1.4565061869624e-08,0,2.44511803654973e-07,0,6.63843477662791e-07,0,0,0,0,0,0,0,0,3.74898264456359e-08
msp_0061,0,0,1.22988820564023e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0449414054412e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_0062,1.83789325997258e-06,4.36502348705348e-06,1.39866733800083e-06,0,0,1.36395953018798e-06,2.08029672652314e-06,2.51622063847497e-06,0,0,3.59282670473051e-06,1.4391474104766e-06,3.24975538101758e-06,3.96738003465136e-07,3.82038598725419e-06,0,0,1.86045952455757e-06,2.91728601850192e-06,0,1.58255358359622e-06,1.88708015251334e-06,1.32513041301118e-06,0,1.79491724474289e-06,1.32300447307604e-06,0,0,2.18951748901603e-06,7.4394331725637e-07,1.35670358521833e-07,9.9373287378359e-07,1.1744248558984e-07,2.39325241258578e-06,1.50939223232349e-06,9.05081953879215e-07,0,3.18042072062048e-06,1.2285481948421e-06,1.29058330620399e-06,1.3027911006294e-06,3.40484137527256e-06,0,1.2340031067216e-06,0,1.66378448719842e-06,1.39772874744932e-06,0,1.25383831801651e-07,0,1.27569272672588e-08,0,0,2.83281079977692e-06,2.05280041763365e-06,0,8.80080122583744e-07,6.4925200461857e-07,1.43384390983181e-06,1.38896462592833e-06,3.11953700218411e-06,7.13822383315009e-07,2.14354519581264e-06,6.68186252814033e-07,1.14146926971801e-06,2.11990672419007e-06,0,0,1.5282465475328e-06,2.05560115679289e-06,1.09573932840865e-06
msp_0063,3.4520697033074e-06,0,5.62110578408938e-07,0,0,1.66546166570684e-05,4.02057948618549e-06,0,0,1.75779781132059e-07,0,0,0,3.34757982396418e-06,0,0,7.80464499120834e-07,1.13269188985304e-07,0,2.02397774081291e-05,0,0,0,0,1.02901298069353e-05,5.15853640032015e-07,0,0,0,0,0,3.92636506946148e-08,1.04986175933186e-07,1.11607784852675e-06,2.19948406264465e-06,2.40253317748401e-07,0,0,0,4.63393430979825e-07,6.38134965746402e-06,0,0,0,0,0,4.02372117296002e-07,0,0,0,0,0,0,0,0,0,0,0,7.60274895263934e-08,3.59113824998007e-08,2.00249653156066e-06,2.71027046037313e-07,0,0,0,0,0,0,0,0,0
msp_0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34735822163951e-05,5.64151485952905e-08,0,0,0,0,0,0,1.15616000902145e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82350524658788e-05,0,0,0,0,0,0,0,0,0,0,0,0
msp_0065,0,3.01466187996819e-07,1.26666943112119e-07,0,0,0,0,0,0,0,0,0,0,0,1.80254574105067e-06,2.92977244191485e-06,0,8.27055496274158e-08,2.08214605824792e-07,0,0,7.70836024816433e-07,0,0,9.18229411130265e-07,2.04611617176778e-07,0,0,2.97195372273674e-07,0,2.43318413648794e-06,5.74467655036711e-07,0,2.28195488058899e-06,2.00783118769735e-07,1.35710348045825e-07,0,1.30439491284267e-07,2.27063992666104e-06,4.01197995216636e-08,0,1.30319562829511e-06,0,1.17479408799373e-06,0,5.68830822653283e-07,0,0,0,0,0,0,0,4.5655376962369e-07,0,0,2.74973545914001e-07,0,8.09126548574236e-07,3.45859990406289e-07,0,1.23644748308197e-07,0,1.80647588162446e-07,6.32588175718287e-07,1.48913843055839e-07,0,0,1.48226326650632e-07,0,0
msp_0066,0,0,0,0,0,1.95509094505499e-07,1.70385543814719e-07,7.63365358658919e-08,0,4.55608330153906e-08,3.32624754449654e-08,0,0,0,0,0,1.5976834047163e-08,0,0,4.97571418099231e-07,2.31495485182972e-07,2.57198062287854e-08,0,6.14512122420784e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48811529829613e-08,0,3.89211681155756e-07,0,2.99882769790851e-07,0,0,0,0,0,0,0,4.46276648451543e-07,0,0,1.55825362432265e-07,0,0,0,5.22424798308742e-07,0,0,0,0,4.10733004526382e-08,3.85419673116321e-08,0,0,0,0
